course_id,course_name,department
BADM549,Current Strategy Research,BADM
BADM550,Business Practicum,BADM
BADM554,Enterprise Database Management,BADM
BADM557,Topics in Business Intelligence,BADM
BADM562,Social Media Strategy,BADM
BADM567,Operations Management,BADM
BADM572,Stat for Mgt Decision Making,BADM
BADM583,Current Topics in Intl Bus,BADM
BADM588,Business Practice Immersion,BADM
BADM589,Project Management,BADM
BADM590,Seminar in Business Admin,BADM
BADM591,Proseminar in Business Admin,BADM
BADM593,Research in Special Fields,BADM
BADM594,Independent Study and Research,BADM
BADM595,Business Fundamentals,BADM
BADM599,Dissertation Research,BADM
BASQ401,Beginners' Basque,BASQ
BCOG100,Introduction to the Brain and Cognitive Science,BCOG
BCOG458,Advances in Brain and Cognitive Science,BCOG
BCS101,First Year Bosnian-Croatian-Serbian I,BCS
BCS115,South Slavic Cultures,BCS
BCS201,Second Year Bosnian-Croatian-Serbian I,BCS
BCS301,Third Year Bosnian-Croatian-Serbian I,BCS
BDI475,Introduction to Data Analytics Applications in Business,BDI
BDI477,Emerging Technology and Disruption: Learning to Navigate an Uncertain Future,BDI
BDI513,Data Storytelling,BDI
BIOC190,Biochemistry Orientation,BIOC
BIOC290,Individual Topics,BIOC
BIOC460,Biochemistry Senior Seminar,BIOC
BIOC492,Senior Thesis,BIOC
BIOC555,Anlys Biochemical Literature,BIOC
BIOC590,Individual Topics,BIOC
BIOC595,Biochemistry Seminar,BIOC
BIOE100,Bioengineering Seminar,BIOE
BIOE120,Introduction to Bioengineering,BIOE
BIOE201,Conservation Principles Bioeng,BIOE
BIOE202,Cell &amp; Tissue Engineering Lab,BIOE
BIOE206,Cellular Bioengineering,BIOE
BIOE210,Linear Algebra for Biomedical Data Science,BIOE
BIOE297,Individual Study,BIOE
BIOE302,Modeling Human Physiology,BIOE
BIOE303,Quantitative Physiology Lab,BIOE
BIOE380,Biomedical Imaging,BIOE
BIOE397,Individual Study,BIOE
BIOE400,Bioengineering Senior Design,BIOE
BIOE414,Biomedical Instrumentation,BIOE
BIOE415,Biomedical Instrumentation Lab,BIOE
BIOE420,Intro Bio Control Systems,BIOE
BIOE424,Preclinical Molecular Imaging,BIOE
BIOE430,Intro Synthetic Biology,BIOE
BIOE450,Introduction to Quantitative Pharmacology,BIOE
BIOE476,Tissue Engineering,BIOE
BIOE482,Musculoskel Tissue Mechanics,BIOE
BIOE483,Biomedical Computed Imaging Systems,BIOE
BIOE485,Computational Mathematics for Machine Learning and Imaging,BIOE
BIOE488,Applied High-Performance Computing for Imaging Science,BIOE
BIOE497,Individual Study,BIOE
BIOE499,Senior Thesis,BIOE
BIOE500,Graduate Seminar,BIOE
BIOE502,Bioengineering Professionalism,BIOE
BIOE504,Analytical Methods in Bioeng,BIOE
BIOE505,Computational Bioengineering,BIOE
BIOE507,Advanced Bioinstrumentation,BIOE
BIOE516,Advanced Biosensors,BIOE
BIOE570,Seminar Series,BIOE
BIOE571,Biological Measurement I,BIOE
BIOE573,Managing Business Operations,BIOE
BIOE575,Capstone Project,BIOE
BIOE589,Biomedical Image Computing Capstone Project,BIOE
BIOE597,Individual Study,BIOE
BIOP401,Introduction to Biophysics,BIOP
BIOP581,Lab Rotation I,BIOP
BIOP582,Lab Rotation II,BIOP
BIOP583,Lab Rotation III,BIOP
BIOP586,Special Topics in Biophysics,BIOP
BIOP595,Biophysics Seminars,BIOP
BSE602,Public Health Clinical Applications,BSE
BSE631,Cardiovascular,BSE
BSE632,Respiratory,BSE
BSE633,Renal,BSE
BSE638,"Endocrine, Genitourinary, &amp; Women's Health",BSE
BSE642,"Hematology, Oncology, Infection, and Immunity",BSE
BSE655,Research Elective,BSE
BSE660,Self-Designed Study,BSE
BSE666,Academic Progress I (Longitudinal),BSE
BSE680,"Innovation, Design, Engineering and Analysis Projects (Longitudinal)",BSE
BSE685,Medicine - Capstone Project (Longitudinal),BSE
BSE686,Medicine - Data Science Project (Longitudinal),BSE
BSE700,Innovations in Problem Based Learning,BSE
BSE701,Introduction to Telemedicine,BSE
BSE702,Medical Spanish,BSE
BSE703,Medical Informatics,BSE
BSE704,Medicine in Literature,BSE
BSE705,Race in Medicine,BSE
BSE706,Literature Review in Pathology,BSE
BSE707,Interreligious Perspectives on Health and Medicine,BSE
BSE708,Social Medicine and the Normative Body,BSE
BSE710,Computational Genomics,BSE
BSE711,"Climate Change, Planetary Health and Sustainability",BSE
BSE712,Artificial Intelligence in Health,BSE
BSE720,Advanced Anatomy,BSE
BSE721,Neurocardiology,BSE
BSE730,Introduction to Deep Learning on Healthcare Data,BSE
BSE732,Healthcare Process Management,BSE
BSE733,Introduction to Research,BSE
BSE734,Medical Chinese,BSE
BSE735,Leadership in PBL I,BSE
BSE736,Leadership in PBL II,BSE
BSE737,Exploring Anatomy through the Virtual Reality Lens,BSE
BSE738,Advanced Anatomy for Teaching,BSE
BSE739,Medical Device Product Development,BSE
BSE744,Simulation I,BSE
BSE770,Service Learning Elective,BSE
BTW250,Principles Bus Comm,BTW
BTW261,Principles Tech Comm,BTW
BTW263,Writing in the Disciplines,BTW
BTW279,Writing Job Applications,BTW
BTW280,Global Business Communication,BTW
BTW285,Writing a Web Presence,BTW
BTW402,Descriptive English Grammar,BTW
BUS101,Professional Responsibility and Business,BUS
BUS115,First-Year Gies Honors Seminar,BUS
BUS201,Business Dynamics,BUS
BUS215,Sophomore Gies Scholar Seminar,BUS
BUS299,BUS Internship,BUS
BUS301,Business in Action,BUS
BUS315,Junior Gies Scholar Seminar,BUS
BUS399,Business Study Abroad,BUS
BUS401,Crafting Your Purpose in Business,BUS
BUS415,Senior Gies Scholar Seminar,BUS
CB290,Independent Research,CB
CB552,Ethics in Toxicology,CB
CB592,Special Problems,CB
CB596,Interdisciplinary Tox Sem,CB
CB692,Special Problems,CB
CDB595,Graduate Sem Cell Devel Biol,CDB
CEE190,Project-Based Introduction to CEE,CEE
CEE201,Systems Engrg &amp; Economics,CEE
CEE202,Engineering Risk &amp; Uncertainty,CEE
CEE300,Behavior of Materials,CEE
CEE310,Transportation Engineering,CEE
CEE320,Construction Engineering,CEE
CEE330,Environmental Engineering,CEE
CEE331,Fluid Dynamics in the Natural and Built Environment,CEE
CEE340,Energy and Global Environment,CEE
CEE350,Water Resources Engineering,CEE
CEE360,Structural Engineering,CEE
CEE380,Geotechnical Engineering,CEE
CEE401,Concrete Materials,CEE
CEE405,Asphalt Materials I,CEE
CEE406,Pavement Design I,CEE
CEE408,Railroad Transportation Engrg,CEE
CEE409,Railroad Track Engineering,CEE
CEE412,High-Speed Rail Engineering,CEE
CEE416,Traffic Capacity Analysis,CEE
CEE417,Urban Transportation Planning,CEE
CEE421,Construction Planning,CEE
CEE422,Construction Cost Analysis,CEE
CEE433,Water Technology and Policy,CEE
CEE434,Environmental Systems I,CEE
CEE441,"Air Pollution Sources, Transport and Control",CEE
CEE442,"Environmental Engineering Principles, Physical",CEE
CEE443,"Env Eng Principles, Chemical",CEE
CEE444,"Env Eng Principles, Biological",CEE
CEE450,Surface Hydrology,CEE
CEE451,Environmental Fluid Mechanics,CEE
CEE457,Groundwater,CEE
CEE458,Water Resources Field Methods,CEE
CEE460,Steel Structures I,CEE
CEE461,Reinforced Concrete I,CEE
CEE463,Reinforced Concrete II,CEE
CEE465,Design of Structural Systems,CEE
CEE470,Structural Analysis,CEE
CEE471,Structural Mechanics,CEE
CEE472,Structural Dynamics I,CEE
CEE473,Wind Effects on Structures,CEE
CEE483,Soil Mechanics and Behavior,CEE
CEE492,Data Science for Civil and Environmental Engineering,CEE
CEE493,Sustainable Design Eng Tech,CEE
CEE495,Professional Practice,CEE
CEE503,Constr Matls Deterioration,CEE
CEE526,Construction Optimization,CEE
CEE545,Aerosol Sampling and Analysis,CEE
CEE551,Open-Channel Hydraulics,CEE
CEE574,Probabilistic Loads and Design,CEE
CEE576,Nonlinear Finite Elements,CEE
CEE578,Structural Design Optimization,CEE
CEE586,Rock Mechanics and Behavior,CEE
CEE587,Applied Rock Mechanics,CEE
CEE588,Geotechnical Earthquake Engrg,CEE
CEE595,Seminar,CEE
CHBE202,Cooperative Education Practice,CHBE
CHBE210,CHBE Internship,CHBE
CHBE221,Principles of CHE,CHBE
CHBE297,Individual Study Sophomores,CHBE
CHBE321,Thermodynamics,CHBE
CHBE397,Individual Study for Juniors,CHBE
CHBE411,Probability and Statistics for ChBE,CHBE
CHBE412,Computational Tools in Chemical Engineering,CHBE
CHBE413,Data Science for Chemistry and Engineering,CHBE
CHBE421,Momentum and Heat Transfer,CHBE
CHBE422,Mass Transfer Operations,CHBE
CHBE424,Chemical Reaction Engineering,CHBE
CHBE430,Unit Operations Laboratory,CHBE
CHBE431,Process Design,CHBE
CHBE440,Process Control and Dynamics,CHBE
CHBE453,Electrochemical Engineering,CHBE
CHBE476,Biotransport,CHBE
CHBE497,Individual Study for Seniors,CHBE
CHBE510,Graduate CHBE Internship,CHBE
CHBE521,Applied Mathematics in CHBE,CHBE
CHBE525,Statistical Thermodynamics for Chemical Engineers,CHBE
CHBE551,Chemical Kinetics &amp; Catalysis,CHBE
CHBE565,CHBE Seminar,CHBE
CHBE593,Individual Study,CHBE
CHBE594,Special Topics,CHBE
CHBE597,Special Problems,CHBE
CHBE598,Research Seminar,CHBE
CHEM101,Introductory Chemistry,CHEM
CHEM102,General Chemistry I,CHEM
CHEM103,General Chemistry Lab I,CHEM
CHEM104,General Chemistry II,CHEM
CHEM105,General Chemistry Lab II,CHEM
CHEM150,First Semester Success in Chemistry,CHEM
CHEM197,Individual Study Freshman,CHEM
CHEM202,Accelerated Chemistry I,CHEM
CHEM203,Accelerated Chemistry Lab I,CHEM
CHEM222,Quantitative Analysis Lecture,CHEM
CHEM223,Quantitative Analysis Lab,CHEM
CHEM232,Elementary Organic Chemistry I,CHEM
CHEM233,Elementary Organic Chem Lab I,CHEM
CHEM236,Fundamental Organic Chem I,CHEM
CHEM237,Structure and Synthesis,CHEM
CHEM293,Cooperative Education Practice,CHEM
CHEM295,Chemistry Internship,CHEM
CHEM297,Individual Study Sophomore,CHEM
CHEM312,Inorganic Chemistry,CHEM
CHEM315,Instrumental Chem Systems Lab,CHEM
CHEM317,Inorganic Chemistry Lab,CHEM
CHEM332,Elementary Organic Chem II,CHEM
CHEM397,Individual Study Junior,CHEM
CHEM420,Instrumental Characterization,CHEM
CHEM440,Physical Chemistry Principles,CHEM
CHEM442,Physical Chemistry I,CHEM
CHEM444,Physical Chemistry II,CHEM
CHEM445,Physical Principles Lab I,CHEM
CHEM447,Physical Principles Lab II,CHEM
CHEM452,Data Science for Chemistry and Engineering,CHEM
CHEM480,Polymer Chemistry,CHEM
CHEM488,Surfaces and Colloids,CHEM
CHEM492,Special Topics in Chemistry,CHEM
CHEM494,Lab Safety Fundamentals,CHEM
CHEM495,Teaching Secondary Chemistry,CHEM
CHEM497,Individual Study Senior,CHEM
CHEM512,Advanced Inorganic Chemistry,CHEM
CHEM515,Inorganic Chemistry Seminar,CHEM
CHEM517,Advanced Inorganic Chem Lab,CHEM
CHEM518,Topics in Inorganic Chemistry,CHEM
CHEM520,Advanced Analytical Chemistry,CHEM
CHEM525,Analytical Chemistry Seminar,CHEM
CHEM532,Physical Organic Chemistry,CHEM
CHEM534,Advanced Organic Synthesis,CHEM
CHEM535,Organic Chemistry Seminar,CHEM
CHEM540,Quantum Mechanics,CHEM
CHEM544,Statistical Thermodynamics,CHEM
CHEM545,Physical Chemistry Seminar,CHEM
CHEM570,Concepts in Chemical Biology,CHEM
CHEM575,Chemical Biology Seminar,CHEM
CHEM582,Chemical Kinetics &amp; Catalysis,CHEM
CHEM584,Introduction to Materials Chem,CHEM
CHEM585,Materials Chemistry Seminar,CHEM
CHEM590,Special Topics in Chemistry,CHEM
CHEM591,Introductory Professional Development for Chemists,CHEM
CHEM592,Preparing Graduate Fellowships,CHEM
CHEM595,Graduate Chemistry Internship,CHEM
CHIN201,Elementary Chinese I,CHIN
CHIN203,Intermediate Chinese I,CHIN
CHIN204,Intermediate Chinese II,CHIN
CHIN241,Chinese Reading and Writing,CHIN
CHIN305,Advanced Chinese I,CHIN
CHIN407,Intro to Classical Chinese,CHIN
CHIN440,Fourth-Year Chinese I,CHIN
CHIN490,Readings in Chinese Lit,CHIN
CHP395,Interdisciplinary Seminar,CHP
CI210,Introduction to Digital Learning Environments,CI
CI312,Data Literacy,CI
CI395,Independent Study,CI
CI402,Teaching Diverse Middle Grade Students,CI
CI403,Teaching a Diverse High School Student Population,CI
CI405,Introduction to Teaching Elementary Age Children,CI
CI406,Theory Practice in Elementary School Teaching I,CI
CI410,"Middle School Instruction, Philosophy and Structures",CI
CI415,"Language Varieties, Cultures and Learning",CI
CI421,Principles and Practices in Early Childhood Education,CI
CI422,"Families, Communities, Schools",CI
CI425,"Early Childhood Education Instructional Planning, Assessment &amp; Learning Environments",CI
CI430,Teaching Children Mathematics,CI
CI433,Foundations of Bilingual Education,CI
CI436,Technology and Mathematics Education,CI
CI437,Educational Game Design,CI
CI441,Math Content for Early Childhood Education (PK-2),CI
CI443,Mathematics in Early Childhood Education,CI
CI446,Culture in the Classroom,CI
CI450,Teaching Elementary Science I,CI
CI452,Social Studies as Action and Inquiry,CI
CI454,Professional Learning Community II,CI
CI455,Fundamentals of Trauma-Informed Education,CI
CI465,Language Literacy in Early Childhood Education I,CI
CI467,Principles in Teaching Literature to Children and Youth,CI
CI471,Principles and Practices to Foster Independence in Reading,CI
CI476,Teaching Elementary and Middle Grade Language Arts,CI
CI480,Introduction to Computer Science for CS Teachers,CI
CI483,Computer Systems for CS Teachers,CI
CI485,Assessing Student Performance,CI
CI492,Discrete Mathematics for CS Teachers,CI
CI499,Issues and Development in Education,CI
CI501,Curriculum Development for the 21st Century,CI
CI507,Problems &amp; Trends in Special Fields,CI
CI508,Urban Schools and Schooling,CI
CI512,Multicultural Education and Global Perspectives,CI
CI513,Collaborative Learning in Classrooms,CI
CI522,Arts in Early Childhood and Elementary: Curriculum in Context,CI
CI535,Teaching and Learning Algebra,CI
CI536,Curriculum and Instruction Proseminar,CI
CI538,Qualitative Analysis of Video Data,CI
CI550,Methods of Educational Inquiry,CI
CI555,Advanced Educational Technologies for Engagement and Interactive Learning,CI
CI556,Learning and the Body,CI
CI563,Writing Studies,CI
CI568,Contemporary Children's Literature,CI
CI582,Reading and Writing Across the Curriculum,CI
CI590,Seminar for Advanced Study of Education,CI
CI591,Field Study &amp; Thesis Seminar,CI
CI595,Independent Study,CI
CIC500,CIC Traveling Scholar,CIC
CLCV100,Vocabulary Building from Greek and Latin Roots,CLCV
CLCV102,Medical Terms-GRK &amp; LAT Roots,CLCV
CLCV111,Mythology of Greece and Rome,CLCV
CLCV114,Introduction to Ancient Greek Culture,CLCV
CLCV115,Mythology of Greece and Rome,CLCV
CLCV120,The Classical Tradition,CLCV
CLCV131,"Classical Archaeology, Greece",CLCV
CLCV160,Ancient Greek &amp; Roman Religion,CLCV
CLCV203,Ancient Philosophy,CLCV
CLCV220,Exploring the Greek and Roman World,CLCV
CLCV224,Greco-Roman Antiquity and US Minority Cultures,CLCV
CLCV230,Ancient Engineering,CLCV
CLCV231,Development of Ancient Cities,CLCV
CLCV443,The Archaeology of Greece,CLCV
CLCV450,Classics Internship,CLCV
CLCV493,Independent Reading,CLCV
CLCV550,Intro to Teaching of Classics,CLCV
CLE610,"Faith, Medicine, and End-of-Life Care",CLE
CLE613,Introduction to Clinical Practice (Longitudinal),CLE
CLE614,Introduction to Clinical Practice – M2,CLE
CLE631,Clinical Elective,CLE
CLE640,Family Medicine Clerkship,CLE
CLE645,Internal Medicine Clerkship,CLE
CLE650,Neurology Clerkship,CLE
CLE655,Psychiatry Clerkship,CLE
CLE660,Obstetrics &amp; Gynecology Clerkship,CLE
CLE665,Pediatrics Clerkship,CLE
CLE670,Surgery Clerkship,CLE
CLE675,Adult Reconstruction - Hip and Knee,CLE
CLE680,Family Medicine Continuity Clinic,CLE
CLE681,General Surgery Sub-Internship,CLE
CLE683,Pediatrics Sub-Internship,CLE
CLE684,Internal Medicine Sub-Internship,CLE
CLE685,Anesthesiology Sub-Internship,CLE
CLE686,Neurology Sub-Internship,CLE
CLE687,Obstetrics and Gynecology Sub-Internship,CLE
CLE688,Urology Sub-Internship,CLE
CLE689,Family Medicine Sub-Internship,CLE
CLE690,Clinical Research,CLE
CLE692,Advanced Clinical and Professional Identity,CLE
CLE693,Self-designed Clinical Elective,CLE
CLE695,Inpatient Psychiatry Sub-Internship,CLE
CLE696,Psychiatry Consult and Liaison Sub-Internship,CLE
CLE697,Current Concepts in Obesity and Metabolic Syndrome,CLE
CLE702,Anesthesiology,CLE
CLE704,Dermatology,CLE
CLE706,Emergency Medicine,CLE
CLE707,Emergency Medical Services,CLE
CLE708,Advanced Cardiovascular Life Support Simulation and Clinical Immersion,CLE
CLE710,Advanced Gynecology,CLE
CLE713,Palliative Care – Introduction,CLE
CLE714,Ambulatory Cardiology,CLE
CLE715,Adult Intensive Care,CLE
CLE716,Hematology/Oncology,CLE
CLE717,Infectious Disease,CLE
CLE718,Introduction to the HIV Epidemic: A Clinical and Social Medicine Elective,CLE
CLE719,Inpatient Cardiology,CLE
CLE720,Gastroenterology,CLE
CLE721,Introduction to Ambulatory Cardiology,CLE
CLE730,Clinical Genetics,CLE
CLE731,Health Systems Leadership,CLE
CLE732,Neurosurgery I,CLE
CLE733,Neurosurgery II,CLE
CLE736,Urogynecology,CLE
CLE737,Gynecologic Oncology,CLE
CLE738,Reproductive Medicine,CLE
CLE739,Advanced Obstetrics,CLE
CLE740,Introduction to Ophthalmology,CLE
CLE741,Advanced Ophthalmology,CLE
CLE742,Plastic and Reconstructive Surgery,CLE
CLE743,Orthopedic Trauma,CLE
CLE744,Oral &amp; Maxillofacial Surgery I,CLE
CLE745,Oral &amp; Maxillofacial Surgery II,CLE
CLE746,Otolaryngology - ENT,CLE
CLE748,Surgical Pathophysiology,CLE
CLE750,Developmental Pediatrics,CLE
CLE751,Neonatal Intensive Care,CLE
CLE752,Pediatric Pulmonology &amp; Sleep Medicine,CLE
CLE753,Pediatric Hematology,CLE
CLE764,Physical Medicine and Rehabilitation,CLE
CLE765,Orthopedic Sports Medicine,CLE
CLE770,Service Learning Clinical Elective,CLE
CLE771,Addiction Medicine,CLE
CLE772,Outpatient Psychiatry,CLE
CLE773,Radiation Oncology,CLE
CLE774,Simulated Clinical Ultrasound,CLE
CLE775,Point of Care Ultrasound,CLE
CLE776,Diagnostic Radiology and Non-Cardiac Nuclear Medicine,CLE
CLE777,Vascular and Interventional Radiology,CLE
CLE778,Imaging in Critical Care,CLE
CLE779,Bariatric Surgery,CLE
CLE780,Hand Surgery,CLE
CLE781,Vascular Surgery,CLE
CLE782,Rural Surgery,CLE
CLE783,Colon and Rectal Surgery,CLE
CLE784,Pediatric Surgery,CLE
CLE786,Introduction to Urology,CLE
CLE788,Introduction to Anatomic Pathology,CLE
CLE789,Introduction to Clinical Pathology,CLE
CLE790,Advanced Focus in Clinical Pathology,CLE
CLE793,Quality Improvement &amp; Patient Safety,CLE
CLE794,Values in the Physician-Patient Relationship,CLE
CLE795,Consultation-Liaison Psychiatry,CLE
CLE796,Consultation-Liaison with Outpatient Psychiatry,CLE
CLE797,Inpatient Psychiatry,CLE
CLE798,Family Medicine Continuity Clinic Course – Beginning,CLE
CLE799,Advanced Clinical Electives,CLE
CMN101,Public Speaking,CMN
CMN102,Introduction to Communication,CMN
CMN111,Oral &amp; Written Comm I,CMN
CMN204,Internship in Teaching Comm,CMN
CMN211,Business and Professional Communication,CMN
CMN212,Intro to Organizational Comm,CMN
CMN213,Small Group Communication,CMN
CMN214,Organizational Communication &amp; Diversity,CMN
CMN215,Interviewing: The Art and Science of Effective Questioning,CMN
CMN220,Communicating Public Policy,CMN
CMN230,Intro to Interpersonal Comm,CMN
CMN232,Intro to Intercultural Comm,CMN
CMN250,Social Movement Communication,CMN
CMN260,Intro to Health Communication,CMN
CMN277,Introduction to Mediated Communication,CMN
CMN280,Comm Technology &amp; Society,CMN
CMN304,Communication Internship,CMN
CMN314,Organizational Communication and Community Impact,CMN
CMN319,Risk Communication,CMN
CMN321,Strategies of Persuasion,CMN
CMN323,Argumentation,CMN
CMN326,Mass Media and the Audience,CMN
CMN327,Communication and Public Opinion,CMN
CMN336,Communicating in Families,CMN
CMN338,Relationships and Technologies,CMN
CMN340,Visual Politics,CMN
CMN368,Sexual Communication,CMN
CMN375,Popular Media and Culture,CMN
CMN396,Special Topics in Comm,CMN
CMN421,Persuasion Theory &amp; Research,CMN
CMN425,Entertainment and Politics,CMN
CMN429,Race and the Mass Media,CMN
CMN432,Gender Communication,CMN
CMN435,Building Interpersonal Skills,CMN
CMN464,Health Communication Campaigns,CMN
CMN465,Social Marketing,CMN
CMN491,Honors Individual Study,CMN
CMN493,Honors Senior Thesis,CMN
CMN496,Adv Topics in Communication,CMN
CMN501,Intro to Health Communication,CMN
CMN507,Hlth Comm Orgs Profs &amp; Policy,CMN
CMN529,Seminar Communication Theory,CMN
CMN538,Seminar Rhetorical Theory,CMN
CMN574,Communication Research Methods,CMN
CMN575,Capstone Individual Study,CMN
CMN595,Special Problems,CMN
CPSC102,Foundational Skills in Crop Sciences,CPSC
CPSC112,Introduction to Crop Sciences,CPSC
CPSC131,Agriculture in Mythology,CPSC
CPSC180,Medicinal Plants and Herbology,CPSC
CPSC199,Special Topics,CPSC
CPSC352,Plant Genetics,CPSC
CPSC370,Applied Entomology,CPSC
CPSC393,Crop Sciences Internship,CPSC
CPSC395,Undergrad Research or Thesis,CPSC
CPSC396,Undergrad Honors Res or Thesis,CPSC
CPSC407,Diseases of Field Crops,CPSC
CPSC412,Principles of Crop Production,CPSC
CPSC414,Forage Crops &amp; Pasture Ecology,CPSC
CPSC415,Bioenergy Crops,CPSC
CPSC416,"Native Plants, Pollinators, &amp; Food Ecosystems",CPSC
CPSC419,Midwest Agricultural Practices,CPSC
CPSC426,Weed Mgt in Agronomic Crops,CPSC
CPSC437,Principles of Agroecology,CPSC
CPSC444,Introduction to Spatial Analytics,CPSC
CPSC452,Advanced Plant Genetics,CPSC
CPSC480,Cannabis Classification and Management,CPSC
CPSC485,"Cannabis Phytochemistry: Analysis, Applications and Beyond",CPSC
CPSC486,Plant Growth and Development,CPSC
CPSC498,Crop Sci Professional Develpmt,CPSC
CPSC499,Advanced Special Topics,CPSC
CPSC501,Programming for Genomics,CPSC
CPSC508,Integrated Pest Management,CPSC
CPSC593,Adv Studies in Crop Sciences,CPSC
CPSC594,Professional Orientation CPSC,CPSC
CPSC598,Seminar,CPSC
CS100,Computer Science Orientation,CS
CS101,Intro Computing: Engrg &amp; Sci,CS
CS105,Intro Computing: Non-Tech,CS
CS107,Data Science Discovery,CS
CS124,Introduction to Computer Science I,CS
CS128,Introduction to Computer Science II,CS
CS173,Discrete Structures,CS
CS199,Undergraduate Open Seminar in Computer Science,CS
CS210,Ethical &amp; Professional Issues,CS
CS211,Ethical and Professional Conduct,CS
CS222,Software Design Lab,CS
CS225,Data Structures,CS
CS233,Computer Architecture,CS
CS307,Modeling and Learning in Data Science,CS
CS340,Introduction to Computer Systems,CS
CS341,System Programming,CS
CS357,Numerical Methods I,CS
CS361,Probability &amp; Statistics for Computer Science,CS
CS374,Introduction to Algorithms &amp; Models of Computation,CS
CS400,Accelerated Fundamentals of Computing I,CS
CS401,Accelerated Fundamentals of Algorithms I,CS
CS407,Cryptography,CS
CS409,The Art of Web Programming,CS
CS410,Text Information Systems,CS
CS411,Database Systems,CS
CS412,Introduction to Data Mining,CS
CS413,Intro to Combinatorics,CS
CS415,Game Development,CS
CS418,Interactive Computer Graphics,CS
CS421,Programming Languages &amp; Compilers,CS
CS422,Programming Language Design,CS
CS423,Operating Systems Design,CS
CS424,Real-Time Systems,CS
CS425,Distributed Systems,CS
CS426,Compiler Construction,CS
CS427,Software Engineering I,CS
CS433,Computer System Organization,CS
CS437,Topics in Internet of Things,CS
CS438,Communication Networks,CS
CS439,Wireless Networks,CS
CS440,Artificial Intelligence,CS
CS441,Applied Machine Learning,CS
CS444,Deep Learning for Computer Vision,CS
CS445,Computational Photography,CS
CS446,Machine Learning,CS
CS447,Natural Language Processing,CS
CS450,Numerical Analysis,CS
CS460,Security Laboratory,CS
CS461,Computer Security I,CS
CS463,Computer Security II,CS
CS465,User Interface Design,CS
CS466,Introduction to Bioinformatics,CS
CS468,Tech and Advertising Campaigns,CS
CS470,Social and Information Networks,CS
CS473,Algorithms,CS
CS474,Logic in Computer Science,CS
CS475,Formal Models of Computation,CS
CS476,Program Verification,CS
CS481,Advanced Topics in Stochastic Processes &amp; Applications,CS
CS483,Applied Parallel Programming,CS
CS484,Parallel Programming,CS
CS491,Seminar,CS
CS492,Senior Project I,CS
CS497,CS Team Project,CS
CS500,Current Topics in Computing Education Research,CS
CS511,Advanced Data Management,CS
CS514,Advanced Topics in Network Science,CS
CS521,Advanced Topics in Programming Systems,CS
CS527,Topics in Software Engineering,CS
CS537,Advanced Topics in Internet of Things (IoT),CS
CS538,Advanced Computer Networks,CS
CS539,Distributed Algorithms,CS
CS542,Statistical Reinforcement Learning,CS
CS543,Computer Vision,CS
CS545,Machine Learning for Signal Processing,CS
CS546,Advanced Topics in Natural Language Processing,CS
CS547,Deep Learning,CS
CS549,Seminar in Cognitive Science,CS
CS556,Iterative &amp; Multigrid Methods,CS
CS562,"Advanced Topics in Security, Privacy, and Machine Learning",CS
CS567,Social Signals and Social Media,CS
CS571,Combinatorial Mathematics,CS
CS579,Computational Complexity,CS
CS582,Machine Learning for Bioinformatics,CS
CS591,Advanced Seminar,CS
CSE401,Numerical Analysis,CSE
CSE408,Applied Parallel Programming,CSE
CSE414,Algorithms,CSE
CSE422,Computer System Organization,CSE
CSE426,Software Engineering I,CSE
CSE427,Interactive Computer Graphics,CSE
CSE428,Statistical Computing,CSE
CSE440,Statistical Data Management,CSE
CSE441,Introduction to Optimization,CSE
CSE448,Advanced Data Analysis,CSE
CSE450,Computational Mechanics,CSE
CSE451,Finite Element Analysis,CSE
CSE511,Iterative &amp; Multigrid Methods,CSE
CSE525,Topics in Computational Statistics,CSE
CSE542,Statistical Learning,CSE
CSE552,Nonlinear Finite Elements,CSE
CW100,Intro to Creative Writing,CW
CW104,Fiction Workshop I,CW
CW106,Poetry Workshop I,CW
CW200,Reading for Writers,CW
CW202,Topics in Creative Writing,CW
CW204,Fiction Workshop II,CW
CW206,Poetry Workshop II,CW
CW208,Creative Nonfiction Workshop,CW
CW243,"The Craft Essay: Creative Reading, Reflection, and Revision",CW
CW404,Fiction Workshop III,CW
CW406,Poetry Workshop III,CW
CW455,Creative Writing Tutorial,CW
CW460,Intro to Literary Editing,CW
CW463,Adv Topics in Creative Writing,CW
CW500,The Craft of Fiction,CW
CW502,Problems in Poetry Writing,CW
CW504,Writing Workshop in Fiction,CW
CW506,Writing Workshop in Poetry,CW
CW595,Final Project,CW
CWL114,Global Consciousness and Lit,CWL
CWL117,Russ &amp; E Euro Science Fiction,CWL
CWL119,Literature of Fantasy,CWL
CWL151,Cross-Cultural Thematics,CWL
CWL189,Literatures of the Islamic World,CWL
CWL191,Freshman Honors Tutorial,CWL
CWL215,"Madness, Myth, and Murder",CWL
CWL221,Jewish Storytelling,CWL
CWL223,The Qur'an (Koran),CWL
CWL226,Humanist Persp of Afro-Am Exp,CWL
CWL227,Golden Age of Russian Literature,CWL
CWL230,Popular Cultures of Contemporary East Asia,CWL
CWL241,Early Masterpieces of Western Culture,CWL
CWL251,Viking Mythology,CWL
CWL253,Medieval Literature and Culture,CWL
CWL254,Grimm's Fairy Tales in Context,CWL
CWL257,Enlightenment Literature and Culture,CWL
CWL267,The Short Story,CWL
CWL272,Sexuality and Literature,CWL
